0,1,2,3
-5.017736584285974,-5.853051515656271,-6.104547009730878,-5.877603233584166
-22.415139183731526,-40.03883506963468,-41.121830757269954,-8.57550914879204
-24.21182353813771,-20.341984075277857,-26.83627467107511,-18.94464681752448
-39.33407985575218,-55.011302287180925,-83.82509475452464,-26.293662095346875
-3.795763669391515,-4.499423281232374,-4.537171433377507,-4.994265324547885
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-5.2311296526621955,-46.394787328330224,-29.59526324960241,-26.72472725244247
-4.984879842289698,-5.831041564315582,-5.709495806626437,-5.742890871849573
-43.27361693730949,-72.13699929112411,-45.948311535756176,-84.60110471771131
-4.904714296863779,-5.064303374014596,-6.253149330124897,-5.01247919891989
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-29.81595872539166,-54.73889265996978,-20.241480192724747,-5.5402645613046015
-52.47646668213743,-7.061017383115356,-28.27924423396685,-36.29833036540175
-16.383801702385515,-66.39060904697742,-58.196923031282594,-60.58035590017118
-4.391419393038535,-1.4205316618251,-3.6499859826181478,-4.1825638098736455
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-4.899707221189443,-5.368746509127215,-5.784687842448356,-5.051446023496851
-0.9471030177335873,-31.926920716059076,-45.91324383493487,-38.32980328405374
-3.088703671036891,-0.9329977742071449,0.13157384516431253,3.0958431803764803
-15.962308997867112,0.0,-20.0,32.98283159552
-0.9364541593026212,0.0,-1.1415741461570852,-0.8840013113764766
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.9911354098680543,-3.36710274115181,-4.1792813717226505,-3.33492070337085
-53.985600000000005,-0.073719511154688,0.29533490886023694,-20.07655033250775
-20.16,-0.33474390223093764,-36.0,3.66796876333056
0.0,0.0,20.0,-0.2
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,-20.12219713166589,0.0
0.0,-1.390419338126001,-1.7736451772167836,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
